Order_ID,Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
10952,32,4.8,Cloudy,Medium ,motorcycle ,Metropolitian ,85,Apparel
10953,32,4.6,Fog,Jam ,motorcycle ,Urban ,135,Jewelry
10954,24,3.2,Sunny,Low ,scooter ,Metropolitian ,215,Kitchen
10955,38,4.8,Windy,Low ,van,Urban ,26,Grocery
10956,22,3.9,Sunny,High ,motorcycle ,Semi-Urban ,265,Toys
10957,32,4.3,Sandstorms,Medium ,motorcycle ,Metropolitian ,160,Kitchen
10958,29,4.4,Windy,Low ,motorcycle ,Metropolitian ,80,Electronics
10959,38,4.9,Windy,Jam ,motorcycle ,Metropolitian ,180,Kitchen
10960,29,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,110,Toys
10961,35,4.6,Cloudy,Low ,scooter ,Metropolitian ,15,Grocery
10962,29,4.5,Fog,Low ,scooter ,Metropolitian ,95,Sports
10963,30,4.9,Windy,Medium ,scooter ,Metropolitian ,130,Sports
10964,20,4.4,Windy,Medium ,motorcycle ,Metropolitian ,180,Home
10965,38,4.9,Sandstorms,Low ,motorcycle ,Urban ,130,Skincare
10966,21,4.7,Sunny,Medium ,scooter ,Metropolitian ,85,Pet Supplies
10967,22,4.7,Windy,Medium ,motorcycle ,Metropolitian ,135,Clothing
10968,29,5.0,Stormy,Medium ,motorcycle ,Metropolitian ,34,Grocery
10969,22,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,125,Pet Supplies
10970,39,4.9,Fog,Medium ,motorcycle ,Urban ,150,Cosmetics
10971,27,4.7,Windy,Jam ,scooter ,Metropolitian ,105,Apparel
10972,36,4.5,Fog,Medium ,motorcycle ,Metropolitian ,240,Books
10973,37,4.9,Cloudy,Medium ,motorcycle ,Urban ,180,Toys
10974,21,4.8,Fog,High ,motorcycle ,Metropolitian ,120,Apparel
10975,28,4.8,Fog,High ,scooter ,Metropolitian ,140,Home
10976,33,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,40,Grocery
10977,23,4.8,Fog,Low ,motorcycle ,Metropolitian ,80,Snacks
10978,33,4.9,Fog,Low ,motorcycle ,Urban ,80,Electronics
10979,21,4.9,Stormy,Low ,scooter ,Urban ,50,Books
10980,30,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,145,Skincare
10981,31,4.8,Stormy,Low ,motorcycle ,Metropolitian ,130,Outdoors
10982,27,4.3,Stormy,Jam ,motorcycle ,Metropolitian ,165,Sports
10983,31,4.2,Windy,Low ,motorcycle ,Metropolitian ,140,Shoes
10984,31,4.4,Windy,Jam ,scooter ,Urban ,160,Apparel
10985,27,4.9,Sandstorms,Jam ,scooter ,Urban ,105,Kitchen
10986,30,4.8,Windy,Low ,scooter ,Metropolitian ,100,Skincare
10987,23,4.7,Sandstorms,Low ,scooter ,Metropolitian ,75,Clothing
10988,30,5.0,Stormy,Jam ,motorcycle ,Metropolitian ,125,Toys
10989,20,4.8,Sandstorms,Jam ,scooter ,Other,120,Kitchen
10990,37,4.5,Sandstorms,Low ,motorcycle ,Metropolitian ,85,Pet Supplies
10991,34,4.7,Fog,Low ,motorcycle ,Metropolitian ,195,Snacks
10992,24,4.8,Sandstorms,Low ,scooter ,Metropolitian ,90,Home
10993,34,4.8,Stormy,Low ,motorcycle ,Urban ,140,Shoes
10994,22,4.9,Sunny,Low ,motorcycle ,Metropolitian ,120,Kitchen
10995,36,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,90,Sports
10996,32,4.7,Fog,Jam ,motorcycle ,Urban ,180,Cosmetics
10997,25,4.9,Cloudy,Low ,scooter ,Urban ,60,Toys
10998,34,4.6,Windy,Jam ,motorcycle ,Metropolitian ,215,Jewelry
10999,34,4.8,Cloudy,Jam ,scooter ,Metropolitian ,130,Apparel
11000,22,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,24,Grocery
11001,29,4.6,Stormy,Medium ,motorcycle ,Metropolitian ,160,Shoes
11002,26,4.6,Sandstorms,Low ,motorcycle ,Metropolitian ,85,Apparel
11003,23,4.7,Stormy,Low ,motorcycle ,Urban ,80,Home
11004,34,4.9,Stormy,High ,scooter ,Metropolitian ,160,Shoes
11005,22,4.9,Fog,Medium ,scooter ,Urban ,95,Books
11006,21,4.8,Windy,Jam ,van,Metropolitian ,90,Skincare
11007,25,4.7,Windy,Medium ,van,Metropolitian ,135,Jewelry
11008,30,4.1,Stormy,Medium ,scooter ,Metropolitian ,190,Toys
11009,21,4.6,Sunny,Medium ,motorcycle ,Urban ,80,Kitchen
11010,21,4.5,Fog,Medium ,motorcycle ,Metropolitian ,155,Clothing
11011,31,4.8,Windy,Low ,scooter ,Urban ,105,Kitchen
11012,32,5.0,Fog,Medium ,motorcycle ,Metropolitian ,230,Outdoors
11013,35,4.8,Sunny,High ,motorcycle ,Metropolitian ,100,Apparel
11014,33,4.6,Fog,Jam ,scooter ,Urban ,220,Jewelry
11015,38,4.6,Stormy,Low ,scooter ,Metropolitian ,80,Jewelry
11016,32,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,245,Pet Supplies
11017,23,4.7,Sandstorms,Low ,scooter ,Urban ,95,Books
11018,36,4.6,Sunny,Low ,motorcycle ,Metropolitian ,125,Snacks
11019,27,4.5,Windy,Jam ,scooter ,Metropolitian ,60,Kitchen
11020,39,4.9,Sandstorms,Low ,scooter ,Metropolitian ,25,Grocery
11021,24,4.8,Sunny,Low ,motorcycle ,Urban ,75,Cosmetics
11022,31,4.2,Sandstorms,Low ,motorcycle ,Metropolitian ,135,Skincare
11023,23,4.9,Sandstorms,Low ,scooter ,Urban ,95,Kitchen
11024,30,4.8,Fog,High ,motorcycle ,Urban ,140,Home
11025,26,4.6,Windy,High ,scooter ,Urban ,55,Shoes
11026,32,4.8,Windy,High ,motorcycle ,Metropolitian ,135,Snacks
11027,37,4.7,Sunny,Low ,van,Metropolitian ,125,Books
11028,23,4.8,Cloudy,High ,scooter ,Metropolitian ,145,Snacks
11029,32,4.7,Sandstorms,High ,motorcycle ,Metropolitian ,135,Cosmetics
11030,20,4.9,Windy,Low ,motorcycle ,Metropolitian ,55,Pet Supplies
11031,25,4.7,Windy,Low ,scooter ,Metropolitian ,70,Toys
11032,24,4.7,Sunny,Medium ,scooter ,Metropolitian ,65,Clothing
11033,35,4.4,Fog,Jam ,motorcycle ,Metropolitian ,190,Pet Supplies
11034,36,4.5,Windy,Jam ,scooter ,Metropolitian ,140,Kitchen
11035,27,4.7,Fog,Low ,motorcycle ,Metropolitian ,23,Grocery
11036,29,4.7,Stormy,High ,scooter ,Metropolitian ,125,Outdoors
11037,24,4.7,Fog,Medium ,motorcycle ,Metropolitian ,75,Skincare
11038,23,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,130,Apparel
11039,30,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,140,Jewelry
11040,20,5.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,120,Sports
11041,37,4.3,Stormy,High ,motorcycle ,Urban ,175,Skincare
11042,26,4.5,Sandstorms,Jam ,motorcycle ,Metropolitian ,125,Kitchen
11043,26,4.6,Stormy,High ,van,Metropolitian ,145,Home
11044,23,4.9,Stormy,Low ,scooter ,Metropolitian ,60,Shoes
11045,35,4.6,Sandstorms,Medium ,motorcycle ,Metropolitian ,125,Cosmetics
11046,21,4.9,Cloudy,Low ,scooter ,Metropolitian ,90,Pet Supplies
11047,31,5.0,Sandstorms,Jam ,scooter ,Metropolitian ,140,Toys
11048,30,4.7,Windy,Medium ,scooter ,Metropolitian ,155,Kitchen
11049,37,4.2,Cloudy,Jam ,motorcycle ,Semi-Urban ,230,Toys
11050,33,5.0,Windy,Medium ,motorcycle ,Metropolitian ,32,Grocery
11051,27,5.0,Sandstorms,Low ,motorcycle ,Metropolitian ,120,Electronics
11052,31,4.7,Stormy,Low ,van,Metropolitian ,105,Pet Supplies
11053,25,4.6,Sandstorms,Jam ,scooter ,Urban ,115,Kitchen
11054,24,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,60,Cosmetics
11055,32,4.7,Fog,Low ,motorcycle ,Urban ,110,Toys
11056,35,4.5,Stormy,Low ,scooter ,Metropolitian ,135,Pet Supplies
11057,27,4.8,Cloudy,Jam ,scooter ,Metropolitian ,210,Cosmetics
11058,23,4.9,Fog,Medium ,scooter ,Urban ,140,Shoes
11059,30,4.0,Cloudy,Medium ,van,Metropolitian ,34,Grocery
11060,26,4.5,Windy,High ,motorcycle ,Metropolitian ,110,Books
11061,29,4.6,Sunny,Medium ,motorcycle ,Urban ,25,Grocery
11062,27,4.5,Windy,Jam ,scooter ,Urban ,75,Snacks
11063,33,4.7,Sunny,Low ,motorcycle ,Metropolitian ,110,Shoes
11064,27,4.6,Cloudy,Low ,motorcycle ,Other,19,Grocery
11065,27,5.0,Sunny,Jam ,scooter ,Metropolitian ,100,Electronics
11066,26,4.9,Sandstorms,Medium ,scooter ,Metropolitian ,120,Electronics
11067,23,4.8,Sunny,Medium ,scooter ,Urban ,55,Sports
11068,28,5.0,Cloudy,Medium ,motorcycle ,Urban ,195,Skincare
11069,30,4.2,Cloudy,High ,motorcycle ,Metropolitian ,195,Apparel
11070,38,4.5,Sunny,Medium ,motorcycle ,Metropolitian ,110,Home
11071,31,3.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,220,Snacks
11072,29,4.8,Sandstorms,High ,motorcycle ,Metropolitian ,145,Shoes
11073,33,5.0,Fog,High ,motorcycle ,Urban ,130,Toys
11074,20,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,225,Pet Supplies
11075,38,4.7,Cloudy,Low ,scooter ,Urban ,85,Snacks
11076,27,5.0,Cloudy,Low ,motorcycle ,Metropolitian ,20,Grocery
11077,21,4.5,Sunny,Jam ,motorcycle ,Urban ,100,Jewelry
11078,30,4.8,Sandstorms,Medium ,motorcycle ,Metropolitian ,245,Clothing
11079,22,4.7,Cloudy,Low ,motorcycle ,Urban ,55,Clothing
11080,32,3.9,Stormy,Jam ,motorcycle ,Urban ,155,Cosmetics
11081,26,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,100,Pet Supplies
11082,30,4.8,Sunny,Jam ,scooter ,Metropolitian ,135,Books
11083,25,4.8,Stormy,High ,scooter ,Metropolitian ,85,Clothing
11084,20,4.9,Fog,Jam ,scooter ,Urban ,125,Sports
11085,28,4.2,Windy,Jam ,motorcycle ,Metropolitian ,180,Books
11086,22,4.7,Stormy,Low ,scooter ,Metropolitian ,90,Cosmetics
11087,30,4.6,Stormy,Medium ,scooter ,Urban ,125,Jewelry
11088,32,4.7,Fog,Low ,motorcycle ,Metropolitian ,17,Grocery
11089,25,5.0,Cloudy,High ,motorcycle ,Metropolitian ,145,Books
11090,23,4.6,Stormy,Low ,motorcycle ,Metropolitian ,75,Pet Supplies
11091,21,5.0,Fog,Low ,motorcycle ,Urban ,65,Sports
11092,20,4.9,Sunny,Low ,motorcycle ,Metropolitian ,80,Outdoors
11093,27,4.7,Sunny,Low ,motorcycle ,Metropolitian ,60,Jewelry
11094,34,4.7,Windy,Low ,scooter ,Urban ,115,Outdoors
11095,30,4.4,Sandstorms,Jam ,scooter ,Metropolitian ,175,Sports
11096,21,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,95,Snacks
11097,27,4.8,Stormy,Low ,motorcycle ,Metropolitian ,95,Apparel
11098,24,4.8,Fog,Jam ,motorcycle ,Urban ,235,Cosmetics
11099,32,3.6,Cloudy,Low ,scooter ,Metropolitian ,190,Clothing
11100,30,4.6,Cloudy,Medium ,scooter ,Metropolitian ,85,Electronics
11101,39,4.9,Sandstorms,Medium ,van,Urban ,23,Grocery
11102,21,5.0,Cloudy,Jam ,motorcycle ,Urban ,225,Sports
11103,38,5.0,Fog,Jam ,scooter ,Metropolitian ,190,Books
11104,24,4.9,Cloudy,High ,motorcycle ,Metropolitian ,125,Skincare
11105,31,4.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,245,Toys
11106,21,4.8,Windy,Low ,motorcycle ,Metropolitian ,95,Jewelry
11107,29,4.9,Windy,Low ,scooter ,Urban ,80,Jewelry
11108,31,4.7,Windy,Low ,motorcycle ,Metropolitian ,125,Outdoors
11109,35,4.9,Windy,Medium ,motorcycle ,Metropolitian ,110,Electronics
11110,38,4.8,Stormy,Low ,motorcycle ,Metropolitian ,145,Electronics
11111,33,4.8,Stormy,Low ,scooter ,Metropolitian ,115,Toys
11112,28,4.7,Windy,Medium ,motorcycle ,Metropolitian ,140,Outdoors
11113,27,4.6,Sunny,High ,motorcycle ,Metropolitian ,80,Home
11114,22,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,145,Outdoors
11115,34,5.0,Sandstorms,High ,motorcycle ,Metropolitian ,205,Pet Supplies
11116,37,4.1,Sandstorms,Medium ,motorcycle ,Urban ,160,Pet Supplies
11117,27,5.0,Windy,High ,motorcycle ,Metropolitian ,65,Books
11118,29,4.9,Sandstorms,Low ,motorcycle ,Metropolitian ,50,Home
11119,28,4.8,Sunny,Medium ,scooter ,Metropolitian ,75,Pet Supplies
11120,35,4.5,Fog,Low ,motorcycle ,Metropolitian ,90,Skincare
11121,39,4.2,Windy,High ,motorcycle ,Urban ,195,Cosmetics
11122,32,5.0,Cloudy,Medium ,motorcycle ,Metropolitian ,155,Kitchen
11123,38,4.6,Sandstorms,Jam ,motorcycle ,Urban ,175,Cosmetics
11124,34,4.4,Windy,Medium ,motorcycle ,Metropolitian ,170,Home
11125,39,4.5,Fog,Jam ,motorcycle ,Metropolitian ,230,Home
11126,24,4.8,Fog,Low ,van,Metropolitian ,55,Jewelry
11127,39,5.0,Fog,Medium ,scooter ,Metropolitian ,190,Toys
11128,24,5.0,Windy,Medium ,motorcycle ,Urban ,120,Sports
11129,30,4.8,Windy,Medium ,scooter ,Other,125,Snacks
11130,24,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,145,Outdoors
11131,34,4.9,Stormy,Low ,motorcycle ,Metropolitian ,115,Toys
11132,32,4.1,Stormy,Jam ,van,Metropolitian ,170,Apparel
11133,32,4.1,Stormy,High ,scooter ,Metropolitian ,170,Clothing
11134,25,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,190,Outdoors
11135,36,4.6,Sunny,Low ,motorcycle ,Metropolitian ,135,Cosmetics
11136,36,5.0,Cloudy,Low ,motorcycle ,Urban ,145,Jewelry
11137,25,4.5,Fog,Medium ,motorcycle ,Metropolitian ,160,Electronics
11138,28,4.5,Windy,Medium ,scooter ,Metropolitian ,115,Skincare
11139,34,4.8,Cloudy,Jam ,scooter ,Urban ,170,Sports
11140,35,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,215,Home
11141,38,4.8,Fog,Medium ,motorcycle ,Metropolitian ,90,Electronics
11142,34,5.0,Stormy,Jam ,motorcycle ,Metropolitian ,225,Skincare
11143,37,4.6,Sunny,Medium ,motorcycle ,Urban ,160,Electronics
11144,34,4.0,Windy,Jam ,motorcycle ,Metropolitian ,155,Sports
11145,23,5.0,Sunny,Low ,motorcycle ,Metropolitian ,95,Toys
11146,35,4.7,Cloudy,Low ,motorcycle ,Urban ,115,Toys
11147,37,4.9,Windy,Low ,motorcycle ,Metropolitian ,145,Cosmetics
11148,31,4.8,Fog,Jam ,scooter ,Urban ,190,Apparel
11149,23,4.8,Windy,Medium ,motorcycle ,Metropolitian ,180,Jewelry
11150,28,4.9,Sandstorms,High ,motorcycle ,Urban ,105,Home
11151,39,4.7,Fog,Medium ,motorcycle ,Urban ,40,Grocery
11152,36,4.8,Cloudy,Low ,scooter ,Urban ,26,Grocery
11153,30,5.0,Cloudy,Jam ,scooter ,Metropolitian ,240,Jewelry
11154,34,5.0,Stormy,Jam ,motorcycle ,Metropolitian ,255,Kitchen
11155,31,4.7,Stormy,Jam ,motorcycle ,Metropolitian ,130,Sports
11156,27,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,65,Shoes
11157,24,4.6,Sandstorms,Low ,motorcycle ,Urban ,50,Skincare
11158,25,4.6,Cloudy,Low ,scooter ,Urban ,60,Cosmetics
11159,35,4.6,Stormy,High ,motorcycle ,Urban ,195,Cosmetics
11160,30,4.1,Sandstorms,Medium ,motorcycle ,Metropolitian ,160,Skincare
11161,37,4.5,Windy,Jam ,scooter ,Metropolitian ,180,Kitchen
11162,34,4.9,Stormy,Low ,motorcycle ,Metropolitian ,110,Toys
11163,31,4.8,Stormy,Jam ,scooter ,Metropolitian ,26,Grocery
11164,36,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,145,Snacks
11165,36,5.0,Cloudy,Jam ,scooter ,Metropolitian ,235,Apparel
11166,38,3.7,Windy,Medium ,scooter ,Metropolitian ,160,Home
11167,21,4.4,Fog,High ,van,Metropolitian ,160,Pet Supplies
11168,22,5.0,Fog,Jam ,motorcycle ,Urban ,115,Shoes
11169,22,5.0,Sandstorms,Medium ,scooter ,Metropolitian ,105,Shoes
11170,20,5.0,Sunny,Medium ,van,Metropolitian ,75,Toys
11171,20,4.5,Windy,Medium ,scooter ,Metropolitian ,90,Skincare
11172,34,4.9,Fog,Medium ,van,Urban ,75,Apparel
11173,33,4.9,Sunny,High ,motorcycle ,Urban ,80,Snacks
11174,23,4.9,Stormy,Jam ,van,Urban ,100,Books
11175,20,4.8,Windy,High ,motorcycle ,Metropolitian ,16,Grocery
11176,30,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,215,Toys
11177,30,4.7,Stormy,Low ,motorcycle ,Metropolitian ,21,Grocery
11178,39,4.7,Windy,Medium ,motorcycle ,Metropolitian ,145,Snacks
11179,30,4.5,Sunny,Jam ,scooter ,Metropolitian ,115,Skincare
11180,34,4.3,Sandstorms,Jam ,motorcycle ,Metropolitian ,195,Snacks
11181,24,3.7,Sunny,Jam ,motorcycle ,Urban ,225,Electronics
11182,39,4.7,Fog,Jam ,motorcycle ,Metropolitian ,270,Snacks
11183,21,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,185,Outdoors
11184,38,4.0,Sandstorms,Low ,motorcycle ,Other,105,Home
11185,30,3.6,Stormy,Jam ,scooter ,Metropolitian ,210,Skincare
11186,21,4.6,Fog,Medium ,van,Metropolitian ,135,Books
11187,28,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,130,Skincare
11188,30,4.7,Sandstorms,Low ,scooter ,Urban ,100,Home
11189,25,4.5,Sandstorms,Low ,motorcycle ,Metropolitian ,26,Grocery
11190,28,4.5,Windy,Low ,scooter ,Metropolitian ,95,Shoes
11191,28,4.7,Fog,Low ,scooter ,Metropolitian ,100,Clothing
11192,24,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,145,Kitchen
11193,22,4.9,Sunny,Jam ,scooter ,Metropolitian ,85,Sports
11194,23,4.6,Cloudy,Medium ,van,Urban ,55,Books
11195,38,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,105,Snacks
11196,33,4.9,Sandstorms,High ,motorcycle ,Semi-Urban ,245,Kitchen
11197,27,4.7,Sandstorms,Jam ,motorcycle ,Metropolitian ,100,Home
11198,31,4.7,Windy,High ,van,Metropolitian ,130,Outdoors
11199,35,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,50,Grocery
11200,30,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,170,Jewelry
11201,36,4.9,Sunny,High ,scooter ,Urban ,75,Outdoors
11202,35,4.7,Sunny,Low ,motorcycle ,Urban ,85,Cosmetics
11203,26,4.4,Sandstorms,Low ,motorcycle ,Metropolitian ,120,Toys
11204,32,4.9,Cloudy,High ,motorcycle ,Metropolitian ,135,Snacks
11205,28,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,155,Clothing
11206,38,4.6,Sandstorms,Low ,scooter ,Metropolitian ,140,Books
11207,25,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,150,Sports
11208,20,4.4,Stormy,Jam ,motorcycle ,Metropolitian ,180,Skincare
11209,23,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,17,Grocery
11210,20,4.6,Cloudy,Low ,scooter ,Metropolitian ,80,Sports
11211,23,4.6,Windy,Low ,scooter ,Urban ,70,Shoes
11212,31,4.5,Fog,Low ,motorcycle ,Urban ,170,Apparel
11213,36,4.6,Sunny,Jam ,motorcycle ,Urban ,140,Jewelry
11214,38,4.8,Windy,Low ,motorcycle ,Metropolitian ,100,Clothing
11215,21,4.7,Stormy,Jam ,van,Urban ,105,Apparel
11216,31,4.0,Fog,Jam ,scooter ,Metropolitian ,160,Clothing
11217,27,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,180,Skincare
11218,25,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,195,Jewelry
11219,21,4.8,Windy,Medium ,motorcycle ,Metropolitian ,110,Sports
11220,32,4.4,Fog,Medium ,motorcycle ,Metropolitian ,170,Cosmetics
11221,39,4.9,Cloudy,Jam ,van,Metropolitian ,240,Kitchen
11222,26,4.7,Cloudy,Jam ,motorcycle ,Urban ,140,Shoes
11223,22,5.0,Cloudy,Low ,van,Urban ,145,Kitchen
11224,20,4.8,Cloudy,Medium ,scooter ,Metropolitian ,95,Shoes
11225,25,4.6,Cloudy,Low ,scooter ,Metropolitian ,60,Kitchen
11226,30,4.3,Stormy,Low ,motorcycle ,Metropolitian ,120,Books
11227,30,5.0,Cloudy,Jam ,scooter ,Urban ,160,Books
11228,23,4.8,Sunny,Low ,van,Urban ,110,Jewelry
11229,37,3.7,Fog,Low ,scooter ,Metropolitian ,31,Grocery
11230,26,4.6,Fog,Low ,van,Urban ,60,Snacks
11231,25,4.9,Sandstorms,Low ,motorcycle ,Metropolitian ,60,Electronics
11232,35,4.6,Cloudy,Jam ,scooter ,Metropolitian ,210,Kitchen
11233,34,4.9,Sunny,Low ,motorcycle ,Metropolitian ,50,Shoes
11234,33,5.0,Windy,High ,van,Metropolitian ,150,Books
11235,20,4.9,Stormy,Low ,scooter ,Urban ,65,Cosmetics
11236,37,3.8,Sandstorms,Jam ,van,Metropolitian ,205,Kitchen
11237,26,4.8,Fog,Low ,motorcycle ,Urban ,65,Pet Supplies
11238,27,4.8,Sandstorms,Low ,motorcycle ,Urban ,90,Skincare
11239,26,4.9,Sandstorms,Low ,scooter ,Urban ,85,Pet Supplies
11240,22,4.8,Fog,Jam ,motorcycle ,Metropolitian ,125,Clothing
11241,35,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,125,Toys
11242,29,4.7,Fog,Medium ,motorcycle ,Urban ,70,Apparel
11243,39,4.1,Cloudy,Medium ,scooter ,Metropolitian ,205,Home
11244,37,4.1,Fog,Jam ,motorcycle ,Semi-Urban ,245,Apparel
11245,32,4.4,Stormy,High ,motorcycle ,Metropolitian ,230,Electronics
11246,33,4.1,Sandstorms,Jam ,motorcycle ,Metropolitian ,215,Home
11247,33,4.6,Sandstorms,Low ,motorcycle ,Metropolitian ,115,Clothing
11248,22,4.4,Cloudy,Jam ,motorcycle ,Urban ,155,Skincare
11249,25,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,120,Apparel
11250,33,4.6,Sandstorms,Medium ,scooter ,Metropolitian ,140,Electronics
11251,26,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,50,Pet Supplies
11252,31,5.0,Sunny,Low ,scooter ,Metropolitian ,80,Clothing
11253,28,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,130,Electronics
11254,26,4.5,Sunny,Medium ,scooter ,Urban ,75,Electronics
11255,36,4.0,Cloudy,Low ,motorcycle ,Metropolitian ,220,Cosmetics
11256,20,5.0,Fog,Jam ,scooter ,Urban ,115,Sports
11257,34,4.1,Windy,Medium ,motorcycle ,Urban ,165,Kitchen
11258,38,5.0,Sandstorms,Low ,scooter ,Metropolitian ,125,Cosmetics
11259,22,5.0,Stormy,Low ,scooter ,Metropolitian ,75,Home
11260,37,4.2,Cloudy,Jam ,motorcycle ,Metropolitian ,230,Outdoors
11261,39,4.3,Stormy,Jam ,motorcycle ,Metropolitian ,260,Skincare
11262,32,5.0,Sunny,Medium ,motorcycle ,Metropolitian ,145,Clothing
11263,34,4.9,Sandstorms,Jam ,motorcycle ,Urban ,145,Clothing
11264,31,4.6,Sunny,Low ,motorcycle ,Metropolitian ,100,Books
11265,24,4.4,Cloudy,Jam ,van,Metropolitian ,160,Sports
11266,38,4.7,Fog,Low ,motorcycle ,Metropolitian ,140,Jewelry
11267,32,5.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,145,Apparel
11268,22,4.5,Stormy,Jam ,motorcycle ,Metropolitian ,125,Jewelry
11269,20,5.0,Sandstorms,Low ,scooter ,Urban ,60,Electronics
11270,22,4.7,Cloudy,Medium ,motorcycle ,Metropolitian ,125,Toys
11271,32,4.3,Stormy,Low ,motorcycle ,Urban ,100,Jewelry
11272,36,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,125,Kitchen
11273,32,5.0,Fog,High ,scooter ,Metropolitian ,195,Toys
11274,27,4.5,Sandstorms,Low ,scooter ,Urban ,50,Cosmetics
11275,30,4.9,Windy,Jam ,motorcycle ,Metropolitian ,180,Apparel
11276,22,4.3,Windy,Jam ,motorcycle ,Urban ,155,Kitchen
11277,24,4.6,Stormy,High ,motorcycle ,Metropolitian ,130,Sports
11278,37,4.5,Sandstorms,Low ,van,Urban ,21,Grocery
11279,21,4.5,Cloudy,High ,scooter ,Metropolitian ,150,Home
11280,25,4.5,Sunny,Low ,motorcycle ,Metropolitian ,95,Electronics
11281,21,4.7,Fog,High ,scooter ,Metropolitian ,120,Cosmetics
11282,21,4.9,Fog,High ,motorcycle ,Metropolitian ,145,Electronics
11283,31,4.9,Fog,Low ,scooter ,Metropolitian ,80,Home
11284,35,3.5,Windy,Jam ,motorcycle ,Metropolitian ,165,Kitchen
11285,37,4.5,Sunny,Low ,scooter ,Metropolitian ,100,Toys
11286,38,5.0,Cloudy,Low ,scooter ,Metropolitian ,75,Cosmetics
11287,39,4.1,Sandstorms,Medium ,scooter ,Metropolitian ,165,Jewelry
11288,34,4.7,Sandstorms,Low ,scooter ,Metropolitian ,29,Grocery
11289,22,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,170,Skincare
11290,34,5.0,Windy,Low ,scooter ,Metropolitian ,25,Grocery
11291,35,4.9,Sunny,Medium ,van,Metropolitian ,145,Clothing
11292,35,4.1,Fog,Jam ,motorcycle ,Metropolitian ,165,Sports
11293,30,4.7,Fog,Medium ,motorcycle ,Metropolitian ,130,Sports
11294,30,4.9,Windy,Jam ,scooter ,Metropolitian ,130,Shoes
11295,28,4.7,Cloudy,Medium ,scooter ,Metropolitian ,140,Snacks
11296,31,5.0,Stormy,Low ,motorcycle ,Urban ,110,Kitchen
11297,23,4.9,Sunny,Low ,scooter ,Metropolitian ,120,Sports
11298,22,4.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,195,Toys
11299,21,5.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,125,Cosmetics
11300,27,4.6,Sunny,Low ,motorcycle ,Metropolitian ,125,Cosmetics
11301,32,4.3,Stormy,Low ,motorcycle ,Metropolitian ,120,Pet Supplies
11302,37,4.3,Fog,Jam ,scooter ,Urban ,170,Pet Supplies
11303,32,4.3,Cloudy,Jam ,motorcycle ,Metropolitian ,195,Cosmetics
11304,31,4.8,Windy,Low ,scooter ,Metropolitian ,125,Shoes
11305,20,5.0,Fog,Jam ,motorcycle ,Metropolitian ,180,Kitchen
11306,23,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,115,Home
11307,24,4.7,Fog,Jam ,motorcycle ,Metropolitian ,220,Books
11308,24,4.5,Cloudy,Medium ,scooter ,Metropolitian ,125,Home
11309,33,4.5,Sandstorms,Low ,motorcycle ,Metropolitian ,140,Home
